d,0308-611,03:09:56.10,-60:58:39.1,PKS0308-611
d,0312-770,03:11:55.25,-76:51:50.9,PKS0312-770
d,0309+411,03:13:01.96, 41:20:01.2,
d,0319+121,03:21:53.10, 12:21:13.9,PKS0319+121
d,0326+279,03:29:57.67, 27:56:15.5,0326+277
d,0332-403,03:34:13.65,-40:08:25.4,PKS0332-403
d,0333+321,03:36:30.11, 32:18:29.3,NRAO140,4C+32.14
d,0336-019,03:39:30.94, -1:46:35.8,CTA26,PKS0336-019
d,0338-214,03:40:35.61,-21:19:31.2,PKS0338-214
d,0341+158,03:44:23.17, 15:59:43.4,
d,0342+147,03:45:06.42, 14:53:49.6,
d,0400+258,04:03:05.59, 26:00:01.5,PKS0400+258
d,0402-362,04:03:53.75,-36:05:01.9,PKS0402-362
d,0405+305,04:08:20.38, 30:32:30.5,
d,0406-127,04:09:05.77,-12:38:48.1,
d,0406+121,04:09:22.01, 12:17:39.8,PKS0406+121
d,0414-189,04:16:36.54,-18:51:08.3,PKS0414-189
d,0420-014,04:23:15.80, -1:20:33.1,PKS0420-014
d,0420+417,04:23:56.01, 41:50:02.7,
d,0422-380,04:24:42.24,-37:56:20.8,
d,0422+004,04:24:46.84,  0:36:06.3,OF038,PKS0422+004
d,0423+051,04:26:36.60,  5:18:19.9,PKS0423+051
d,0425+048,04:27:47.57,  4:57:08.3,
d,0426-380,04:28:40.42,-37:56:19.6,PKS0426-380
d,0434-188,04:37:01.48,-18:44:48.6,PKS0434-188
d,0437-454,04:39:00.85,-45:22:22.6,
d,0438-436,04:40:17.18,-43:33:08.6,PKS0438-436
d,0440-003,04:42:38.66,  0:-17:43.4,NRAO190,PKS0440-003
d,0440+345,04:43:31.63, 34:41:06.7,
d,0446+112,04:49:07.67, 11:21:28.6,
d,0454-810,04:50:05.44,-81:01:02.2,PKS0454-810
d,0451-282,04:53:14.65,-28:07:37.3,PKS0451-282
d,0454-234,04:57:03.18,-23:24:52.0,
d,0457+024,04:59:52.05,  2:29:31.2,PKS0457+024
d,0458-020,05:01:12.81, -1:59:14.3,4C-02.19
d,0458+138,05:01:45.27, 13:56:07.2,
d,0459+060,05:02:15.45,  6:09:07.5,
d,0500+019,05:03:21.20,  2:03:04.7,
d,0502+049,05:05:23.18,  4:59:42.7,
d,0506-612,05:06:43.99,-61:09:41.0,PKS0506-612
d,0454+844,05:08:42.36, 84:32:04.5,S50454+84
d,0506+101,05:09:27.46, 10:11:44.6,
d,0507+179,05:10:02.37, 18:00:41.6,PKS0507+179
d,0511-220,05:13:49.11,-21:59:16.1,PKS0511-220
d,0516-621,05:16:44.93,-62:07:05.4,
d,0518+165,05:21:09.89, 16:38:22.0,3C138,4C+16.12
d,0522-611,05:22:34.43,-61:07:57.1,PKS0522-611
d,0521-365,05:22:57.98,-36:27:30.9,PKS0521-365
d,0530-727,05:29:30.04,-72:45:28.5,PKS0530-727
d,0528-250,05:30:07.96,-25:03:29.9,PKS0528-250
d,0528+134,05:30:56.42, 13:31:55.1,PKS0528+134
d,0537-441,05:38:50.36,-44:05:08.9,PKS0537-441
d,0537-158,05:39:32.01,-15:50:30.3,PKS0537-158
d,0536+145,05:39:42.37, 14:33:45.6,
d,0537-286,05:39:54.28,-28:39:56.0,PKS0537-286
d,0539-057,05:41:38.08, -5:41:49.4,PKS0539-057
d,0538+498,05:42:36.14, 49:51:07.2,3C147,4C+49.14
d,0544+273,05:47:34.15, 27:21:56.8,
d,0552+398,05:55:30.81, 39:48:49.2,B20552+39A
d,0556+238,05:59:32.03, 23:53:53.9,
d,0600+177,06:03:09.13, 17:42:16.8,
d,0605-085,06:07:59.70, -8:34:50.0,PKS0605-085
d,0607-157,06:09:40.95,-15:42:40.7,PKS0607-157
d,0609+607,06:14:23.87, 60:46:21.8,
d,0615+820,06:26:03.00, 82:02:25.6,S50615+82
d,0629-418,06:31:12.00,-41:54:26.9,PKS0629-418
d,0637-752,06:35:46.51,-75:16:16.8,PKS0637-752
d,0637-337,06:39:20.90,-33:46:00.1,PKS0637-337
d,0636+680,06:42:04.26, 67:58:35.6,S40636+68
d,0624+214,06:45:24.10, 21:21:51.2,3C166,4C+21.21
d,0642+449,06:46:32.03, 44:51:16.6,B30642+449
d,0646-306,06:48:14.10,-30:44:19.7,PKS0646-306
d,0650+371,06:53:58.28, 37:05:40.6,S40650+37
d,0657+172,07:00:01.53, 17:09:21.7,
d,0707+476,07:10:46.10, 47:32:11.1,B30707+476
d,0711+356,07:14:24.82, 35:34:39.8,
d,0716+714,07:21:53.45, 71:20:36.4,S50716+71
d,0722+145,07:25:16.81, 14:25:13.7,4C+14.23
d,0723-008,07:25:50.64,  0:-54:56.5,PKS0723-008
d,0718+792,07:26:11.73, 79:11:31.0,
d,0727-115,07:30:19.11,-11:41:12.6,PKS0727-115
d,0733-174,07:35:45.81,-17:35:48.5,PKS0733-174
d,0735+178,07:38:07.39, 17:42:19.0,OI158,PKS0735+178
d,0738-674,07:38:56.50,-67:35:50.8,PKS0738-674
d,0736+017,07:39:18.03,  1:37:04.6,PKS0736+017
d,0738+313,07:41:10.70, 31:12:00.2,B20738+31
d,0743-673,07:43:31.61,-67:26:25.5,PKS0743-673
d,0742+103,07:45:33.06, 10:11:12.7,PKS0742+103
d,0743-006,07:45:54.08,  0:-44:17.5,4C-00.28
d,0743+259,07:46:25.87, 25:49:02.1,
d,0745+241,07:48:36.11, 24:00:24.1,PKS0745+241
d,0748+126,07:50:52.05, 12:31:04.8,PKS0748+126
d,0749+540,07:53:01.38, 53:52:59.6,4C+54.15
d,0754+100,07:57:06.64,  9:56:34.9,PKS0754+100
d,0805-077,08:08:15.54, -7:51:09.9,PKS0805-077
d,0804+499,08:08:39.67, 49:50:36.5,S40804+49
d,0805+410,08:08:56.65, 40:52:44.9,B30805+410
d,0808+019,08:11:26.71,  1:46:52.2,PKS0808+019
d,0812+367,08:15:25.94, 36:35:15.1,B20812+36
d,0814+425,08:18:16.00, 42:22:45.4,S40814+42
d,0820+560,08:24:47.24, 55:52:42.7,4CP56.16A
d,0821+394,08:24:55.48, 39:16:41.9,4C+39.23
d,0823-500,08:25:26.87,-50:10:38.5,PKS0823-500
d,0823+033,08:25:50.34,  3:09:24.5,PKS0823+033
d,0823-223,08:26:01.57,-22:30:27.2,PKS0823-223
d,0826-373,08:28:04.78,-37:31:06.3,PKS0826-373
d,0827+243,08:30:52.09, 24:10:59.8,B20827+24
d,0829+046,08:31:48.88,  4:29:39.1,PKS0829+046
d,0828+493,08:32:23.22, 49:13:21.0,S40828+49
d,0831+557,08:34:54.90, 55:34:21.1,4C+55.16
d,0834-201,08:36:39.22,-20:16:59.5,PKS0834-201
d,0833+585,08:37:22.41, 58:25:01.8,S40833+585
d,0836+710,08:41:24.36, 70:53:42.2,4C+71.07
d,0839+187,08:42:05.09, 18:35:41.0,PKS0839+187
d,0851+202,08:54:48.87, 20:06:30.6,OJ287,PKS0851+202
d,0859-140,09:02:16.83,-14:15:30.9,PKS0859-140
d,0859+470,09:03:03.99, 46:51:04.1,4C+47.29
d,0906+015,09:09:10.09,  1:21:35.6,4C+01.24
d,0912+029,09:14:37.91,  2:45:59.2,PKS0912+029
d,0912+297,09:15:52.40, 29:33:24.0,B20912+29
d,0917+449,09:20:58.46, 44:41:54.0,S40917+44
d,0917+624,09:21:36.23, 62:15:52.2,S50917+62
d,0920-397,09:22:46.42,-39:59:35.1,PKS0920-397
d,0923+392,09:27:03.01, 39:02:20.9,4C39.25,4C+39.25
d,0925-203,09:27:51.82,-20:34:51.2,PKS0925-203
d,0945+408,09:48:55.34, 40:39:44.6,4C+40.24
d,0953+254,09:56:49.88, 25:15:16.1,OK290,VRO25.09.08
d,0955+476,09:58:19.67, 47:25:07.8,B30955+476
d,0955+326,09:58:20.95, 32:24:02.2,3C232,4C+32
d,0954+658,09:58:47.24, 65:33:54.8,S40945+65
d,1004+141,10:07:41.50, 13:56:29.6,PKS1004+141
d,1011+250,10:13:53.43, 24:49:16.4,B21011+25
d,1012+232,10:14:47.07, 23:01:16.6,4C+23.24
d,1020+400,10:23:11.57, 39:48:15.4,B31020+400
d,1021-006,10:24:29.59,  0:-52:55.5,PKS1021-006
d,1022+194,10:24:44.81, 19:12:20.4,4C+19.34
d,1030+415,10:33:03.71, 41:16:06.2,VRO10.41.03
d,1032-199,10:35:02.16,-20:11:34.4,PKS1032-199
d,1034-293,10:37:16.08,-29:34:02.8,PKS1034-293
d,1038+064,10:41:17.16,  6:10:16.9,4C+06.41
d,1038+528,10:41:46.78, 52:33:28.2,
d,1040+123,10:42:44.60, 12:03:31.3,3C245,4C+12.37
d,1039+811,10:44:23.06, 80:54:39.4,S51039+811
d,1042+071,10:44:55.91,  6:55:38.3,PKS1042+071
d,1044+719,10:48:27.62, 71:43:35.9,
d,1048-313,10:51:04.78,-31:38:14.3,PKS1048-313
d,1049+215,10:51:48.79, 21:19:52.3,4C+21.28
d,1053+704,10:56:53.62, 70:11:45.9,
d,1053+815,10:58:11.53, 81:14:32.7,
d,1055+018,10:58:29.61,  1:33:58.8,4C+01.28
d,1057-797,10:58:43.31,-80:03:54.2,PKS1057-797
d,1101-536,11:03:52.22,-53:57:00.7,PKS1101-536
d,1104-445,11:07:08.69,-44:49:07.6,PKS1104-445
d,1105-680,11:07:12.69,-68:20:50.7,PKS1105-680
d,1111+149,11:13:58.69, 14:42:27.0,4C-00.43
d,1116-462,11:18:26.96,-46:34:15.0,PKS1116-462
d,1116+128,11:18:57.30, 12:34:41.7,4C+12.39
d,1123+264,11:25:53.71, 26:10:20.0,PKS1123+264
d,1124-186,11:27:04.39,-18:57:17.4,PKS1124-186
d,1127-145,11:30:07.05,-14:49:27.4,PKS1127-145
d,1128+385,11:30:53.28, 38:15:18.6,B31128+385
d,1130+009,11:33:20.06,  0:40:52.8,PKS1130+009
d,1143-245,11:46:08.10,-24:47:32.9,PKS1143-245
d,1144+402,11:46:58.30, 39:58:34.3,B31144+402
d,1144-379,11:47:01.37,-38:12:11.0,PKS1144-379
d,1145-071,11:47:51.55, -7:24:41.1,PKS1145-071
d,1148-001,11:50:43.87,  0:-23:54.2,4C-00.47
d,1148-671,11:51:13.43,-67:28:11.1,PKS1148-671
d,1150+812,11:53:12.50, 80:58:29.2,S51150+812
d,1150+497,11:53:24.47, 49:31:08.8,4C+49.22
d,1155+251,11:58:25.79, 24:50:18.0,
d,1156-094,11:59:12.71, -9:40:52.0,PKS1156-094
d,1156+295,11:59:31.83, 29:14:43.8,4C+29.45
d,1213+350,12:15:55.60, 34:48:15.2,4C+35.28
d,1215+303,12:17:52.08, 30:07:00.6,B21215+30
d,1216+487,12:19:06.41, 48:29:56.2,S41216+48
d,1219+285,12:21:31.69, 28:13:58.5,WCom
d,1219+044,12:22:22.55,  4:13:15.8,4C+04.42
d,1221+809,12:23:40.49, 80:40:04.3,
d,1222+037,12:24:52.42,  3:30:50.3,4C+03.23
d,1226+373,12:28:47.42, 37:06:12.1,
d,1228+126,12:30:49.42, 12:23:28.1,3C274,M87,Virgo
d,1236+077,12:39:24.59,  7:30:17.2,PKS1236+077
d,1236-684,12:39:46.65,-68:45:30.9,PKS1236-684
d,1243-072,12:46:04.23, -7:30:46.6,PKS1243-072
d,1244-255,12:46:46.80,-25:47:49.3,PKS1244-255
d,1252+119,12:54:38.26, 11:41:05.9,PKS1252+119
d,1251-713,12:54:59.92,-71:38:18.4,PKS1251-713
d,1253-055,12:56:11.17, -5:47:21.5,3C279,4C-05.55
d,1255-316,12:57:59.06,-31:55:16.8,PKS1255-316
d,1257+145,13:00:20.92, 14:17:18.5,PKS1257+145
d,1302-102,13:05:33.01,-10:33:19.4,PKS1302-102
d,1308+326,13:10:28.66, 32:20:43.8,AUCVn
d,1313-333,13:16:07.99,-33:38:59.2,PKS1313-333
d,1315+346,13:17:36.49, 34:25:15.9,OP326,B21315+34A
d,1324+224,13:27:00.86, 22:10:50.2,
d,1334-127,13:37:39.78,-12:57:24.7,PKS1334-127
d,1338+381,13:40:22.95, 37:54:43.8,
d,1342+662,13:43:45.96, 66:02:25.8,
d,1342+663,13:44:08.68, 66:06:11.7,
d,1347+539,13:49:34.66, 53:41:17.0,1347+53,4C+53.28
d,1349-439,13:52:56.53,-44:12:40.4,PKS1349-439
d,1351-018,13:54:06.90, -2:06:03.2,PKS1351-018
d,1354+195,13:57:04.44, 19:19:07.4,4C+19.44
d,1354-152,13:57:11.24,-15:27:28.8,PKS1354-152
d,1357+769,13:57:55.37, 76:43:21.1,
d,1402-012,14:04:45.90, -1:30:21.9,PKS1402-012
d,1402+044,14:05:01.12,  4:15:35.8,PKS1402+044
d,1404+286,14:07:00.39, 28:27:14.7,OQ208,MRK668
d,1406-076,14:08:56.48, -7:52:26.7,PKS1406-076
d,1413+135,14:15:58.82, 13:20:23.7,PKS1413+135
d,1416+067,14:19:08.18,  6:28:34.8,3C298
d,1418+546,14:19:46.60, 54:23:14.8,S41418+54
d,1424-418,14:27:56.30,-42:06:19.4,PKS1424-418
d,1430-178,14:32:57.69,-18:01:35.2,PKS1430-178
d,1435+638,14:36:45.80, 63:36:37.9,S41435+63
d,1435-218,14:38:09.47,-22:04:54.7,PKS1435-218
d,1442+101,14:45:16.47,  9:58:36.1,OQ172,PKS1442+101
d,1443-162,14:45:53.38,-16:29:01.6,PKS1443-162
d,1445-161,14:48:15.05,-16:20:24.5,PKS1445-161
d,1448+762,14:48:28.78, 76:01:11.6,
d,1451-375,14:54:27.41,-37:47:33.1,PKS1451-375
d,1451-400,14:54:32.91,-40:12:32.5,PKS1451-400
d,1458+718,14:59:07.58, 71:40:19.9,3C309.1,4C+71.15
d,1459+480,15:00:48.65, 47:51:15.5,1459+48
d,1502+106,15:04:24.98, 10:29:39.2,PKS1502+106
d,1502+036,15:05:06.48,  3:26:30.8,PKS1502+036
d,1504+377,15:06:09.53, 37:30:51.1,B31504+377
d,1504-166,15:07:04.79,-16:52:30.3,PKS1504-166
d,1510-089,15:12:50.53, -9:05:59.8,PKS1510-089
d,1511-100,15:13:44.89,-10:12:00.3,PKS1511-100
d,1514+197,15:16:56.80, 19:32:13.0,PKS1514+197
d,1514-241,15:17:41.81,-24:22:19.5,APLib
d,1519-273,15:22:37.68,-27:30:10.8,PKS1519-273
d,1532+016,15:34:52.45,  1:31:04.2,PKS1532+016
d,1538+149,15:40:49.49, 14:47:45.9,4C+14.60
d,1547+507,15:49:17.47, 50:38:05.8,
d,1546+027,15:49:29.44,  2:37:01.2,PKS1546+027
d,1548+056,15:50:35.27,  5:27:10.5,4C+05.45
d,1549-790,15:56:58.87,-79:14:04.3,PKS1549-790
d,1555+001,15:57:51.43,  0:-1:50.4,PKS1555+001
d,1600+335,16:02:07.26, 33:26:53.1,
d,1604-333,16:07:34.76,-33:31:08.9,PKS1604-333
d,1606+106,16:08:46.20, 10:29:07.8,4C+10.45
d,1611+343,16:13:41.06, 34:12:47.9,
d,1614+051,16:16:37.56,  4:59:32.7,PKS1614+051
d,1610-771,16:17:49.28,-77:17:18.5,PKS1610-771
d,1616+063,16:19:03.69,  6:13:02.2,PKS1616+063
d,1619-680,16:24:18.44,-68:09:12.5,PKS1619-680
d,1624+416,16:25:57.67, 41:34:40.6,4C+41.32
d,1622-297,16:26:06.02,-29:51:27.0,PKS1622-297
d,1633+382,16:35:15.49, 38:08:04.5,
d,1637+574,16:38:13.46, 57:20:24.0,S41637+57
d,1638+398,16:40:29.63, 39:46:46.0,NRAO512
d,1642+690,16:42:07.85, 68:56:39.8,4C+69.21
d,1641+399,16:42:58.81, 39:48:37.0,3C345,4C+39.48
d,1647-296,16:50:39.54,-29:43:47.0,PKS1647-296
d,1652+398,16:53:52.22, 39:45:36.6,DA426,4C+39.49
d,1656+348,16:58:01.42, 34:43:28.4,
d,1655+077,16:58:09.01,  7:41:27.5,PKS1655+077
d,1656+053,16:58:33.45,  5:15:16.4,PKS1656+053
d,1657-261,17:00:53.15,-26:10:51.7,PKS1657-261
d,1705+456,17:07:17.75, 45:36:10.6,4C+45.34
d,1705+018,17:07:34.42,  1:48:45.7,PKS1705+018
d,1706-174,17:09:34.35,-17:28:53.4,
d,1717+178,17:19:13.05, 17:45:06.4,PKS1717+178
d,1718-649,17:23:41.03,-65:00:36.6,NGC6328
d,1726+455,17:27:27.65, 45:30:39.7,B31726+455
d,1727+502,17:28:18.62, 50:13:10.5,IIZW77
d,1725+044,17:28:24.95,  4:27:04.9,PKS1725+044
d,1730-130,17:33:02.71,-13:04:49.5,NRAO530,PKS1730-132
d,1732+389,17:34:20.58, 38:57:51.4,B31732+389
d,1738+476,17:39:57.13, 47:37:58.4,S41738+47
d,1739+522,17:40:36.98, 52:11:43.4,4C+51.37
d,1741-038,17:43:58.86, -3:50:04.6,PKS1741-038
d,1743+173,17:45:35.21, 17:20:01.4,PKS1743+173
d,1745+624,17:46:14.03, 62:26:54.7,4C+62.29
d,1749+701,17:48:32.84, 70:05:50.8,S51749+70
d,1749+096,17:51:32.82,  9:39:00.7,OT081,4C+09.57
d,1751+441,17:53:22.65, 44:09:45.7,S41751+44
d,1751+288,17:53:42.47, 28:48:04.9,
d,1803+784,18:00:45.69, 78:28:04.0,S51803+78
d,1800+440,18:01:32.32, 44:04:21.9,B31800+440
d,1807+698,18:06:50.68, 69:49:28.1,3C371
d,1815-553,18:19:45.40,-55:21:20.7,PKS1815-553
d,1821+107,18:24:02.86, 10:44:23.8,PKS1821+107
d,1823+568,18:24:07.07, 56:51:01.5,4C+56.27
d,1830+285,18:32:50.19, 28:33:36.0,4C+28.45
d,1831-711,18:37:28.71,-71:08:43.6,PKS1831-711
d,1845+797,18:42:08.99, 79:46:17.1,3C390.3,4C+79.18
d,1842+681,18:42:33.64, 68:09:25.2,
d,1849+670,18:49:16.07, 67:05:41.7,S41849+67
d,1856+736,18:54:57.30, 73:51:19.9,
d,1901+319,19:02:55.94, 31:59:41.7,3C395,4C+31.52,19
d,1908-201,19:11:09.65,-20:06:55.1,PKS1908-201
d,1903-802,19:12:40.02,-80:10:05.9,PKS1903-802
d,1920-211,19:23:32.19,-21:04:33.3,
d,1921-293,19:24:51.06,-29:14:30.1,OV236,PKS1921-293
d,1923+210,19:25:59.61, 21:06:26.2,PKS1923+210
d,1928+738,19:27:48.50, 73:58:01.6,4C+73.18
d,1925-610,19:30:06.16,-60:56:09.2,PKS1925-610
d,1929+226,19:31:24.92, 22:43:31.3,
d,1932+204,19:35:10.47, 20:31:54.2,
d,1933-400,19:37:16.22,-39:58:01.6,PKS1933-400
d,1936-155,19:39:26.66,-15:25:43.1,PKS1936-155
d,1937-101,19:39:57.26,-10:02:41.5,PKS1937-101
d,1935-692,19:40:25.53,-69:07:57.0,PKS1935-692
d,1951+355,19:53:30.88, 35:37:59.4,
d,1950-613,19:55:10.77,-61:15:19.1,PKS1950-613
d,1954+513,19:55:42.74, 51:31:48.5,PKS1954+513
d,1954-388,19:57:59.82,-38:45:06.4,PKS1954-388
d,1958-179,20:00:57.09,-17:48:57.7,OV198,PKS1958-179
d,2000-330,20:03:24.12,-32:51:45.1,PKS2000-330
d,2007+777,20:05:31.00, 77:52:43.2,S52007+77
d,2005-489,20:09:25.39,-48:49:53.7,PKS2005-489
d,2011-067,20:11:14.22, -6:44:03.6,OW-015
d,2008-159,20:11:15.71,-15:46:40.3,PKS2008-159
d,2017+743,20:17:13.08, 74:40:48.0,4C+74.25
d,2021+317,20:23:19.02, 31:53:02.3,4C+31.56
d,2030+547,20:31:47.96, 54:55:03.1,4C+54.42
d,2029+121,20:31:54.99, 12:19:41.3,PKS2029+121
d,2037+511,20:38:37.04, 51:19:12.7,3C418,4C+51.42
d,2051+745,20:51:33.74, 74:41:40.5,
d,2052-474,20:56:16.36,-47:14:47.6,PKS2052-474
d,2059+034,21:01:38.83,  3:41:31.3,PKS2059+034
d,2059-786,21:05:44.96,-78:25:34.5,PKS2059-786
d,2106-413,21:09:33.19,-41:10:20.6,PKS2106-413
d,2113+293,21:15:29.41, 29:33:38.4,
d,2109-811,21:16:30.84,-80:53:55.2,PKS2109-811
d,2126-158,21:29:12.18,-15:38:41.0,PKS2126-158
d,2128-123,21:31:35.26,-12:07:04.8,PKS2128-123
d,2131-021,21:34:10.31, -1:53:17.2,4C-02.81
d,2136+141,21:39:01.31, 14:23:36.0,PKS2136+141
d,2143-156,21:46:22.98,-15:25:43.9,PKS2143-156
d,2144+092,21:47:10.16,  9:29:46.7,PKS2144+092
d,2142-758,21:47:12.73,-75:36:13.2,PKS2142-758
d,2145+067,21:48:05.46,  6:57:38.6,4C+06.69
d,2149+056,21:51:37.88,  5:52:13.0,PKS2149+056
d,2149-307,21:51:55.52,-30:27:53.7,PKS2149-306
d,2146-783,21:52:03.15,-78:07:06.6,PKS2146-783
d,2150+173,21:52:24.82, 17:34:37.8,PKS2150+173
d,2152-699,21:57:05.98,-69:41:23.7,
d,2155-152,21:58:06.28,-15:01:09.3,PKS2155-152
d,2200+420,22:02:43.29, 42:16:40.0,VR422201,BLLac
d,2201+315,22:03:14.98, 31:45:38.3,4C+31.63
d,2204-540,22:07:43.73,-53:46:33.8,PKS2204-540
d,2209+236,22:12:05.97, 23:55:40.5,PKS2209+236
d,2216-038,22:18:52.04, -3:35:36.9,4C-03.79
d,2223-052,22:25:47.26, -4:57:01.4,3C446,4C-05.92
d,2227-088,22:29:40.08, -8:32:54.4,PKS2227-088
d,2229+695,22:30:36.47, 69:46:28.1,2229+69
d,2227-399,22:30:40.28,-39:42:52.1,PKS2227-399
d,2230+114,22:32:36.41, 11:43:50.9,CTA102,4C+11.69
d,2232-488,22:35:13.24,-48:35:58.8,PKS2232-488
d,2234+282,22:36:22.47, 28:28:57.4,B22234+28A
d,2233-148,22:36:34.09,-14:33:22.2,PKS2233-148
d,2243-123,22:46:18.23,-12:06:51.3,PKS2243-123
d,2245-328,22:48:38.69,-32:35:52.2,PKS2245-328
d,2252-089,22:55:04.24, -8:44:04.0,PKS2252-089
d,2253+417,22:55:36.71, 42:02:52.5,B32253+417
d,2254+024,22:57:17.56,  2:43:17.5,PKS2254+024
d,2254+074,22:57:17.30,  7:43:12.3,PKS2254+074
d,2255-282,22:58:05.96,-27:58:21.3,PKS2255-282
d,2311-452,23:14:09.38,-44:55:49.2,PKS2311-452
d,2312-319,23:14:48.50,-31:38:39.5,PKS2312-319
d,2318+049,23:20:44.86,  5:13:49.9,PKS2318+049
d,2319+272,23:21:59.86, 27:32:46.4,4C+27.50
d,2320-035,23:23:31.95, -3:17:05.0,PKS2320-035
d,2326-477,23:29:17.70,-47:30:19.1,PKS2326-477
d,2328+107,23:30:40.85, 11:00:18.7,4C+10.73
d,2329-384,23:31:59.48,-38:11:47.7,PKS2329-384
d,2331-240,23:33:55.24,-23:43:40.7,PKS2331-240
d,2335-027,23:37:57.34, -2:30:57.6,PKS2335-027
d,2344+092,23:46:36.84,  9:30:45.5,
d,2345-167,23:48:02.61,-16:31:12.0,PKS2345-167
d,2351+456,23:54:21.68, 45:53:04.2,4C+45.51
d,2351-154,23:54:30.19,-15:13:11.2,PKS2351-154
d,2353-686,23:56:00.68,-68:20:03.5,PKS2353-686
d,2355-534,23:57:53.27,-53:11:13.7,PKS2355-534
d,2355-106,23:58:10.88,-10:20:08.6,PKS2355-106
c,0002-478,00:04:35.66,-47:36:19.6,PKS0002-478
c,0003+380,00:05:57.18, 38:20:15.1,4C+38.02
c,0008-421,00:10:52.52,-41:53:10.8,PKS0008-421
c,0022-423,00:24:42.99,-42:02:04.0,PKS0022-423
c,0108+388,01:11:37.32, 39:06:28.1,c0116+3191
c,0118-272,01:20:31.66,-27:01:24.7,PKS0118-272
c,0138-097,01:41:25.83, -9:28:43.7,PKS0138-097
c,0153-410,01:55:37.06,-40:48:42.4,
c,0202-765,02:02:13.69,-76:20:03.1,PKS0202-765
c,0237-027,02:39:45.47, -2:34:40.9,
c,0241+622,02:44:57.70, 62:28:06.5,
c,0252-712,02:52:46.16,-71:04:35.3,
c,0317+188,03:19:51.26, 19:01:31.3,
c,0334-546,03:35:53.92,-54:30:25.1,PKS0334-546
c,0334+014,03:37:17.11,  1:37:22.8,
